key,customer_name,city,credit_limit
normal_key_903,普通客户903,上海,100300
normal_key_904,普通客户904,上海,100400
normal_key_905,普通客户905,上海,100500
normal_key_906,普通客户906,上海,100600
normal_key_907,普通客户907,上海,100700
normal_key_908,普通客户908,上海,100800
normal_key_909,普通客户909,上海,100900
normal_key_910,普通客户910,上海,101000
normal_key_911,普通客户911,上海,101100
normal_key_912,普通客户912,上海,101200
normal_key_913,普通客户913,上海,101300
normal_key_914,普通客户914,上海,101400
normal_key_915,普通客户915,上海,101500
normal_key_916,普通客户916,上海,101600
normal_key_917,普通客户917,上海,101700
normal_key_918,普通客户918,上海,101800
normal_key_919,普通客户919,上海,101900
normal_key_920,普通客户920,上海,102000
normal_key_921,普通客户921,上海,102100
normal_key_922,普通客户922,上海,102200
normal_key_923,普通客户923,上海,102300
normal_key_924,普通客户924,上海,102400
normal_key_925,普通客户925,上海,102500
normal_key_926,普通客户926,上海,102600
normal_key_927,普通客户927,上海,102700
normal_key_928,普通客户928,上海,102800
normal_key_929,普通客户929,上海,102900
normal_key_930,普通客户930,上海,103000
normal_key_931,普通客户931,上海,103100
normal_key_932,普通客户932,上海,103200
normal_key_933,普通客户933,上海,103300
normal_key_934,普通客户934,上海,103400
normal_key_935,普通客户935,上海,103500
normal_key_936,普通客户936,上海,103600
normal_key_937,普通客户937,上海,103700
normal_key_938,普通客户938,上海,103800
normal_key_939,普通客户939,上海,103900
normal_key_940,普通客户940,上海,104000
normal_key_941,普通客户941,上海,104100
normal_key_942,普通客户942,上海,104200
normal_key_943,普通客户943,上海,104300
normal_key_944,普通客户944,上海,104400
normal_key_945,普通客户945,上海,104500
normal_key_946,普通客户946,上海,104600
normal_key_947,普通客户947,上海,104700
normal_key_948,普通客户948,上海,104800
normal_key_949,普通客户949,上海,104900
normal_key_950,普通客户950,上海,105000
normal_key_951,普通客户951,上海,105100
normal_key_952,普通客户952,上海,105200
normal_key_953,普通客户953,上海,105300
normal_key_954,普通客户954,上海,105400
normal_key_955,普通客户955,上海,105500
normal_key_956,普通客户956,上海,105600
normal_key_957,普通客户957,上海,105700
normal_key_958,普通客户958,上海,105800
normal_key_959,普通客户959,上海,105900
normal_key_960,普通客户960,上海,106000
normal_key_961,普通客户961,上海,106100
normal_key_962,普通客户962,上海,106200
normal_key_963,普通客户963,上海,106300
normal_key_964,普通客户964,上海,106400
normal_key_965,普通客户965,上海,106500
normal_key_966,普通客户966,上海,106600
normal_key_967,普通客户967,上海,106700
normal_key_968,普通客户968,上海,106800
normal_key_969,普通客户969,上海,106900
normal_key_970,普通客户970,上海,107000
normal_key_971,普通客户971,上海,107100
normal_key_972,普通客户972,上海,107200
normal_key_973,普通客户973,上海,107300
normal_key_974,普通客户974,上海,107400
normal_key_975,普通客户975,上海,107500
normal_key_976,普通客户976,上海,107600
normal_key_977,普通客户977,上海,107700
normal_key_978,普通客户978,上海,107800
normal_key_979,普通客户979,上海,107900
normal_key_980,普通客户980,上海,108000
normal_key_981,普通客户981,上海,108100
normal_key_982,普通客户982,上海,108200
normal_key_983,普通客户983,上海,108300
normal_key_984,普通客户984,上海,108400
normal_key_985,普通客户985,上海,108500
normal_key_986,普通客户986,上海,108600
normal_key_987,普通客户987,上海,108700
normal_key_988,普通客户988,上海,108800
normal_key_989,普通客户989,上海,108900
normal_key_990,普通客户990,上海,109000
normal_key_991,普通客户991,上海,109100
normal_key_992,普通客户992,上海,109200
normal_key_993,普通客户993,上海,109300
normal_key_994,普通客户994,上海,109400
normal_key_995,普通客户995,上海,109500
normal_key_996,普通客户996,上海,109600
normal_key_997,普通客户997,上海,109700
normal_key_998,普通客户998,上海,109800
normal_key_999,普通客户999,上海,109900
